Text,Sub-task A
Great. bitch family deserved time expecting incidents coming days.,OAG
Tit tat. If u destroy someone s present & future u bear brunt. Sec 498A double edged sword with good intention used bad intentions.,CAG
Tit tat. If u destroy someone s present & future u bear brunt. Sec 498A double edged sword. good intention used bad intentions.,CAG
I hate ranu mandal song,OAG
song hate ranu mandal song,OAG
Shut of stupidity LGBT.....,CAG
Shut up stupidity LGBT.....,CAG
Preeti Ideal woman according every Kabir Singh there. No wonder dumb director wrote way. Then he's surprised feminists.,CAG
"Preeti Ideal woman according every Kabir Singh there. No wonder dumb director wrote way. Then he's surprised feminists,",CAG
Ranu is person,OAG
Ranu a person,OAG
Not indian culture?????? WOWOWOWOWOWOW I CAN BET THEY DONT KNOW THE INDIAN HISTORY THE HAVE U NEVER SEEN THE SCULPTURES OF GUY FUCKING A GUY IN DELHI AGRA AND OTHER HOLY PLACES??? BITCH F U,OAG
Not indian culture?????? WOWOWOWOWOWOW I CAN BET THEY DONT KNOW THE INDIAN HISTORY AND HAVE U NEVER SEEN THE SCULPTURES OF GUY FUCKING A GUY IN DELHI AGRA AND OTHER HOLY PLACES??? BITCH F U,OAG
.,OAG
。,OAG
"Yes don t appreciate story. Movies cannot perfect, perfect girl. There weaknesses, goodness, villain, climax make good movie. Otherwise would want see normal life. These stories broken man mad character Shahid played well. His madness reason stayed away him. She forgave slapped like 5 times.",CAG
"Yes don t appreciate story. Movies cannot perfect for perfect girl. There weaknesses, goodness, villain, climax make good movie. Otherwise would want see normal life. These stories broken man mad character Shahid played well. His madness reason stayed away him. She forgave slapped like 5 times.",CAG
Sheik,OAG
Sheer,OAG
These liberals destroying the storytelling imposing hypocrpt ideology,OAG
These liberals destroying traditional storytelling imposing hypocrpt ideology,OAG
. views not..... globally correct.... fr women...,CAG
political views not..... globally correct.... fr women...,CAG
"Why, People bring religion & make argument, sick low - life persons life, they re stick nose people s business.",CAG
"Why : People bring religion & make argument, sick low - life persons life, they re stick nose people s business.",CAG
Whatever K 377,OAG
What What K 377,OAG
This is sick..,OAG
This was sick..,OAG
I wonder govt impose NSA put behind bars. Arundhati lunatic cancer country. Prison needs detained security agencies must kept forever prison sake peace society.,OAG
I wonder govt impose NSA put behind bars. Arundhati lunatic cancer country. The needs detained security agencies must kept forever prison sake peace society.,OAG
I think r narrow minded one. narrow minded.,OAG
I think r narrow minded one. Long minded.,OAG
- gay,OAG
. gay,OAG
Arundhati Roy pros * * * * * * ISI Pakistani Pakistani Hafiz Sayeed... getting well paid...,OAG
Arundhati Roy pros * * * * * * ISI Pakistani singer Hafiz Sayeed... getting well paid...,OAG
left left liberals feminists,OAG
feminist left liberals feminists,OAG
Only one word feminists liberal... fuck chutiyoo... Every preeti die guy like Kabir singh.. flamboyant intelligent dashing moreover crazy caring.. taking care like princess.. period.. nothing wrong even character real. fucked,OAG
"Only one word feminists liberal... fuck chutiyoo... Every preeti die guy like Kabir singh.. flamboyant intelligent dashing moreover crazy caring.. taking care like princess.. period.. nothing wrong even character real, fucked",OAG
"Arundhati Roy's comments based contradictory statement made Prime Minister Home Minister. Sourabh, Ms. Roy neither Prime Minister India Home Minister. People country loosing the Modi government since decision based creating confusion lives. In case, true journalist, ask questions people sitting highest position PM, HM CM UP faith democratical value constitution.",CAG
"Arundhati Roy's comments based contradictory statement made Prime Minister Home Minister. Sourabh, Ms. Roy neither Prime Minister India Home Minister. People country loosing a Modi government since decision based creating confusion lives. In case, true journalist, ask questions people sitting highest position PM, HM CM UP faith democratical value constitution.",CAG
Smart Smart Mad woman,CAG
Get Smart Mad woman,CAG
bro watching yo first time wont beleave looking like a dushman villan,CAG
bro watching yo first time wont beleave looking like the dushman villan,CAG
Right brook dambooo,OAG
Right brood dambooo,OAG
told many intellectual really wanted rather abusing movie take movement aware people even USA Korean Film industry content developed movies high content use see low content even talk about. So called film making ko buckchodi bolne se behtar hai start movement followers. Elsewhere video. Thanks,CAG
told many intellectual really wanted rather abusing movie take movement aware people even USA Korean Film industry content developed movies high content use see low content even talk about. So called film making ko buckchodi bolne se behtar hai start movement followers. Else the video. Thanks,CAG
Don't understand even allowed. This urban naxali terrorist punched kicked country.,OAG
Don't understand even allowed - This urban naxali terrorist punched kicked country.,OAG
Whenever is shown librandoos cry.,OAG
Whenever are shown librandoos cry.,OAG
"They portraying shahid man drinks day making look like cool possible, dude u go go drink much u look like beggar likely die within week",CAG
"They portraying shahid man drinks day making look like cool possible, dude u we go drink much u look like beggar likely die within week",CAG
. true.. It nothing girl's life character hero's life.,CAG
So true.. It nothing girl's life character hero's life.,CAG
I hate Ranu mondal I hate voice Fuck [ # Ranu ] ( http : / / www. youtube. com / results? search _ query = % 23Ranu ) _ Mondal. Mera jeisak kon hai hit like...,OAG
"I hate Ranu mondal I hate voice Fuck [ # Ranu ] ( http : / / www. youtube. com / results? search _ query = % 23Ranu ) _ Mondal. Mera jeisa, kon hai hit like...",OAG
chutiya spotted. liberalism means said. feminism means said,OAG
chutiya spotted. liberalism means said. feminism is said,OAG
The first homophobe. Wrost movie ever.,CAG
The only homophobe. Wrost movie ever.,CAG
Liberals? Dude u embarrassed video. I seen movie idk movie good. But u embarrassed seriously to talk topics dont know anything about. I feminist,CAG
"Liberals? Dude u embarrassed video. I seen movie idk movie good. But u embarrassed seriously, talk topics dont know anything about. I feminist",CAG
"Yes avengers fast furious, realistic!! Bloody anpadh gawar hypocrite loser",OAG
Yes avengers fast furious and realistic!! Bloody anpadh gawar hypocrite loser,OAG
Hate ads video....,CAG
Hate ads video......,CAG
Stop giving views of publicity Kabir Singh.. it already got much.. enough.. worth giving much importance,CAG
Stop giving views and publicity Kabir Singh.. it already got much.. enough.. worth giving much importance,CAG
- Arya I fuck homosexual,OAG
Ar Arya I fuck homosexual,OAG
Who she..... may escaped mentality,CAG
Who she..... may escaped mental illness,CAG
Kill. tooo...,CAG
Killa tooo...,CAG
This Kaliyuga.... Pseudo Fake. Women digging grave......,CAG
This Kaliyuga.... Pseudo Fake : Women digging grave......,CAG
You,OAG
You.,OAG
", madarchod I always supported tym wrong",OAG
- madarchod I always supported tym wrong,OAG
"Freeze Bank : n funding source n starve destitution, disease n death",OAG
"Freeze Bank, n funding source n starve destitution, disease n death",OAG
"Well women rule majority households & even saying goes "" women r always right "", "" man listen wife "" etc complain toxic drugs",OAG
"Well women rule majority households & even saying goes "" women r always right "", "" man listen wife "" etc complain toxicity",OAG
Thats true indians bunch emotional illiterates They fall love random foreigner reacting shitty bollywood movies group 3 villagers trending # 1 youtube since last 3 days grace bloody indians,CAG
Thats true indians bunch emotional illiterates They fall love random foreigner reacting shitty bollywood movies in group 3 villagers trending # 1 youtube since last 3 days grace bloody indians,CAG
"Saurabh Dwivedi behind lustre Rajdeep Sardesai swayed in black clouds Lallantop, place impartial r becoming leftist n partial. Rajdeep blot journalism, coz journalist must transparent n partial. Thought be, journalist human being. But, thought affect ur profession. I'm teacher tries best respect profession. Rohit Sardana, Shweta Singh, Pratik Chaturvedi, Rajat Sharma n News Channels ( not always ) NDTV ( Never ) etc r exemplary.",OAG
"Saurabh Dwivedi behind lustre Rajdeep Sardesai swayed through black clouds Lallantop, place impartial r becoming leftist n partial. Rajdeep blot journalism, coz journalist must transparent n partial. Thought be, journalist human being. But, thought affect ur profession. I'm teacher tries best respect profession. Rohit Sardana, Shweta Singh, Pratik Chaturvedi, Rajat Sharma n News Channels ( not always ) NDTV ( Never ) etc r exemplary.",OAG
Kabir Singh short story,OAG
Kabir Singh film story,OAG
And girl's life? He left he's man! His body get affect sex! After even leaving beloved one still went various girls.. But her? She giving birth baby... nurturing. And still film protraits girl destroyed life looses everything!,CAG
And girl's life? He left he's man! His body get affect sex! After even leaving beloved one still went various girls.. But her? She giving birth baby... nurturing! And still film protraits girl destroyed life looses everything!,CAG
This result false false case. Andhra Pradesh India state dubious distinction worst abusers 498a. Most false cases registered Andhra Pradesh.,CAG
This result false true case. Andhra Pradesh India state dubious distinction worst abusers 498a. Most false cases registered Andhra Pradesh.,CAG
"13 reasons days indians nees watch kind shows movies. nice love, deep dont know series hope time dont come.",CAG
"13 reasons days indians nees watch kind shows movies. nice people, deep dont know series hope time dont come.",CAG
"Dear youtube, Please develop ways give one like videos..... I dire need giving one like... because, man made think, leaves stone unturned expose shallow misinterpreted HEROISM...!",CAG
"Dear youtube, Please develop ways give one like videos..... I dire need giving one like... because, man made think - leaves stone unturned expose shallow misinterpreted HEROISM...!",CAG
boys also have??,CAG
boys also :??,CAG
"Arundhati. = Mentor Kanhaiya, Umar, Shela Rashid.. all part tatti gang. They buried underneath earth peace spread.",OAG
"Arundhati Gang = Mentor Kanhaiya, Umar, Shela Rashid.. all part tatti gang. They buried underneath earth peace spread.",OAG
When poor people become rich forget kind people never realise I didn t like beginning liar bitch,OAG
When poor things become rich forget kind people never realise I didn t like beginning liar bitch,OAG
"This ancore TV news. Did know things matter army Kashmir, always bring unnecessary drama.",CAG
"This ancore TV news, Did know things matter army Kashmir, always bring unnecessary drama.",CAG
Why animals ( other humans ) dont sex attraction? backchodi. ye... homo - lomo. huh!!!? life choice.... mera bhi man karta hai GTA 5 jaise gun le kar nikal jaaun road pe....... INSAAN ki dimag ki bakwas hai ye,OAG
Why animals ( other humans ) dont sex attraction? backchodi - ye... homo - lomo. huh!!!? life choice.... mera bhi man karta hai GTA 5 jaise gun le kar nikal jaaun road pe....... INSAAN ki dimag ki bakwas hai ye,OAG
@ Rishita Pandey guys know meaning feminism. In simple words means : We property anyone. Thank you.,CAG
"@ Rishita Pandey guys know meaning feminism. In simple words means, We property anyone. Thank you.",CAG
"Yess right. We "" feminist "" problems. justify anyone come college kiss without consent. And many things I know people'mentality according patirachy society best female rights. Sorry disappointed",OAG
"Yess right. We "" feminist "" problems. justify anyone come college kiss without consent. And many things I know people and mentality according patirachy society best female rights. Sorry disappointed",OAG
Being kabir singh chutiya of life,CAG
Being kabir singh chutiya is life,CAG
This movie. Its propoganda.,CAG
This movie is Its propoganda.,CAG
Ranu big dog big dog,OAG
Ranu big dog big dogs,OAG
Roy Roy please register name falthu kuttha instead kungfu kuthha,OAG
- Roy please register name falthu kuttha instead kungfu kuthha,OAG
No one gave birth. They mad. Send mental asylum.,OAG
No one gives birth. They mad. Send mental asylum.,OAG
Typical Feminist 20 percent.... why give much to You Glorifying think Pratik..... can't ignore them... Because representing India.......,CAG
Typical Feminist 20 percent.... why give much. You Glorifying think Pratik..... can't ignore them... Because representing India.......,CAG
"said everything right Feminsts love woman sexoholic, one - stand lovers. And abuse MC, BC, drink alcohol. Like four shots n veere di wedding.",OAG
"said everything right Feminsts love woman sexoholic, one stand stand lovers. And abuse MC, BC, drink alcohol. Like four shots n veere di wedding.",OAG
Actually prostitute.,OAG
Actually prostitutes,OAG
130 dislikes... 130 liberGandus,OAG
", dislikes... 130 liberGandus",OAG
the name kingfish kutiya,OAG
common name kingfish kutiya,OAG
"madam sick mentality always sees negative every content like negative We cant stop people thinking wrong positive movie.. its decision movie, cant real, everyone knows except like you.",OAG
"madam sick mentality always sees negative every content like you We cant stop people thinking wrong positive movie.. its decision movie, cant real, everyone knows except like you.",OAG
Some guys get damn ideological films like gonna add to education.,CAG
Some guys get damn ideological films like gonna add the education.,CAG
"For Feminist's Answer In Kabir Singh's Language "" Fuck OFF "", We Care What For Feminist's Think.",OAG
"For Feminist's Answer In Kabir Singh's Language "" Fuck OFF "", We Care What for Feminist's Think.",OAG
Immediately put liar idiot behind so much argument debate needed lady?,OAG
Immediately put liar idiot behind So much argument debate needed lady?,OAG
What nonsense Neha & the talking?,CAG
What nonsense Neha & his talking?,CAG
"All feminists criticising film understand meaning film. Nowhere director tried justify Kabir Singh tried portray great human being. It's story flawed character, downfall path self destruction final redemption. Actually quite inspiring story. We inner flaws demons within us constantly fighting them. Kabir Singh became victim inner demons led downfall. But inspiring see final redemption controlling inner demons. So I request feminists basic knowledge films trying criticize. They watch Oscar Winning film Robert de Niro'Raging Bull'judging Kabir Singh. As usual fantastic video Pratik ji sound reasoning u given tight to face feminists.",OAG
"All feminists criticising film understand meaning film. Nowhere director tried justify Kabir Singh tried portray great human being. It's story flawed character, downfall path self destruction final redemption. Actually quite inspiring story. We inner flaws demons within us constantly fighting them. Kabir Singh became victim inner demons led downfall. But inspiring see final redemption controlling inner demons. So I request feminists basic knowledge films trying criticize. They watch Oscar Winning film Robert de Niro'Raging Bull'judging Kabir Singh. As usual fantastic video Pratik ji sound reasoning u given tightly face feminists.",OAG
"Krishan K. Singh movie was promoted. His father stopped speaking him, grandmother didn t want see way. Only friend brother wanted save distructive life. Hospital took responsibility drinking told truth I don t know mean promoting behavior. This movie different types character world that s trying show. Story broken man needs saving. In end takes responsibility.",CAG
"Krishan K. Singh movie is promoted. His father stopped speaking him, grandmother didn t want see way. Only friend brother wanted save distructive life. Hospital took responsibility drinking told truth I don t know mean promoting behavior. This movie different types character world that s trying show. Story broken man needs saving. In end takes responsibility.",CAG
Please speaking words. Whatever speaking shit.,OAG
Please hearing words. Whatever speaking shit.,OAG
"RECENT PROTESTS r GLIMPSE civil war may start next 10. 1 \. degree preparedness HINDU? 2 \. BJP govt vital STATE curb JEHAD. 3. NIA need eliminate DIRECTORS show.. But HINDU worried 100 rs onion, free electricity, GST..",CAG
"RECENT PROTESTS r GLIMPSE civil war may start next 10 years 1 \. degree preparedness HINDU? 2 \. BJP govt vital STATE curb JEHAD. 3. NIA need eliminate DIRECTORS show.. But HINDU worried 100 rs onion, free electricity, GST..",CAG
"The contemporary feminist lives comfortable life time complain trivial nonsense like manspreading female characters little masculine. And wanted to, would make video movie, degrade point people would stop watching caring hard work creators put female host channel would laugh would audience. But I m one sexist I complain according feminist theory, I m privileged power structure gives advantages men. What advantages? They can t say. And power structure, sexism towards men doesn t exist. According feminism, I privileged I don t even right talk gender issues. All opinions automatically invalid I m man. I man I evil, I disposable, I privileged. The thing is, I actually care gender equality. I would gladly point real sexism I see done women, something new wave feminists bafflingly neglect it s perpetuated anyone. But feminists don t return favour. Their narrative I cause world s problems I one change, make sacrifices give imaginary bogeyman called Patriarchy claim gives systemic advantages society. The concept patriarchy essential ideology core makes ideology paint oppressor villain I m sick it. I m catcaller, I m wife beater, I m rapist. But I m held accountable actions men things that s bullshit. And it s exactly type bullshit perpetuated several social media sites YouTube channels - idea men problem, ashamed masculinity toxic needs stamped out. Feminist may claim don t hate men actions speak louder words. If call feminist agree things I talked wrong, need stop calling feminist. You don t need call feminist advocate equality. Feminism doesn t hold monopoly much like think do. And truly value equality, drop feminist label stop trying defend destructive, divisive, counter - intuitive, predicated lies misinformation. Feminism bullshit unworthy respect.",CAG
"The contemporary feminist lives comfortable life time complain trivial nonsense like manspreading women characters little masculine. And wanted to, would make video movie, degrade point people would stop watching caring hard work creators put female host channel would laugh would audience. But I m one sexist I complain according feminist theory, I m privileged power structure gives advantages men. What advantages? They can t say. And power structure, sexism towards men doesn t exist. According feminism, I privileged I don t even right talk gender issues. All opinions automatically invalid I m man. I man I evil, I disposable, I privileged. The thing is, I actually care gender equality. I would gladly point real sexism I see done women, something new wave feminists bafflingly neglect it s perpetuated anyone. But feminists don t return favour. Their narrative I cause world s problems I one change, make sacrifices give imaginary bogeyman called Patriarchy claim gives systemic advantages society. The concept patriarchy essential ideology core makes ideology paint oppressor villain I m sick it. I m catcaller, I m wife beater, I m rapist. But I m held accountable actions men things that s bullshit. And it s exactly type bullshit perpetuated several social media sites YouTube channels - idea men problem, ashamed masculinity toxic needs stamped out. Feminist may claim don t hate men actions speak louder words. If call feminist agree things I talked wrong, need stop calling feminist. You don t need call feminist advocate equality. Feminism doesn t hold monopoly much like think do. And truly value equality, drop feminist label stop trying defend destructive, divisive, counter - intuitive, predicated lies misinformation. Feminism bullshit unworthy respect.",CAG
@ Shashank Singh logic films like lipstick borkha veer and weeding also made.. right.. coz promotes misndric attitude among woman...,CAG
@ Shashank Singh logic films like lipstick borkha veer - weeding also made.. right.. coz promotes misndric attitude among woman...,CAG
She wants person... She wants break india.,CAG
She is person... She wants break india.,CAG
Kabir Singh black spot Shahid Singh career. After cult movies like udta Punjab Haider. lot expectations him. But disappointed.,CAG
Kabir Singh black spot Shahidkar career. After cult movies like udta Punjab Haider. lot expectations him. But disappointed.,CAG
Throw nation. She making mockery whole. She heard Arundati call Kumphoo Kurt s Ranga bills. She sit. Get India. jail hind,OAG
"Throw nation. She making mockery whole, She heard Arundati call Kumphoo Kurt s Ranga bills. She sit. Get India. jail hind",OAG
The scary fact people actually liked movie I completely appreciate shahid's acting message stoy movie... Man toxic youth india soon become kabir singh Scary.....,CAG
My scary fact people actually liked movie I completely appreciate shahid's acting message stoy movie... Man toxic youth india soon become kabir singh Scary.....,CAG
a bullshit,CAG
the bullshit,CAG
Characteristics issue women,OAG
Characters issue women,OAG
"jahangir, absolutely correct, bitch deserved rab rakhaa jahangir bhai",OAG
"jahangir - absolutely correct, bitch deserved rab rakhaa jahangir bhai",OAG
Pseudo feminism become...... actual feminism myth,CAG
Pseudo feminism become :..... actual feminism myth,CAG
Kabiri success pissed indian,OAG
Kabira success pissed indian,OAG
We need Bollywood We need new industry Bollywood Hollywood.,CAG
We need India We need new industry Bollywood Hollywood.,CAG
Muslim women converted evil insensible indian law,CAG
Indian women converted evil insensible indian law,CAG
To famous I need entertaining also... if released.. it would big flop,CAG
To famous you need entertaining also... if released.. it would big flop,CAG
Kabir Singh totally senseless..... agree people like,CAG
"Kabir Singh totally senseless,.... agree people like",CAG
true feminists,OAG
true feminist.,OAG
Mr Kabir Fan stop glorifying confusing anger physical agression love. A movie Showing 5 % repentance 90 % aggression directly instigates negative behaviour. You get answer viewing audience film. A Feminism humanism. This clear chauvinism.,OAG
Mr Kabir Fan stop glorifying confusing anger physical agression love. A movie Showing 5 % repentance 90 % aggression directly instigates negative behaviour. You get answer viewing audience film. The Feminism humanism. This clear chauvinism.,OAG
"Uh, can't understand it... only thing uh defend emotion encouragement type behaviour.. its issue show screen seen issue gave heroic look making boys think also this. And look cool..",OAG
"Uh, can't understand it... only thing uh defend employ encouragement type behaviour.. its issue show screen seen issue gave heroic look making boys think also this. And look cool..",OAG
@ Tarun Verma'u seen I dunno!!! At least person's consent required,CAG
@ Tarun Verma - u seen I dunno!!! At least person's consent required,CAG
Some people like good things think Who speard negatives,CAG
Some people like good things think Who speard negative ones,CAG
a ruined marriage american people hate feminism,OAG
and ruined marriage american people hate feminism,OAG
fucking music,OAG
fucking.,OAG
"Brother, you're the generation",CAG
"Brother, you're a generation",CAG
"I'm feminist... I hate Lust Stories, 4 shots please, De de pyar de, Veere Wedding... n many. I also hate Extra Marital, Pre Marital Sex. I really disappointed scene 1. When father on terrace. 2. When tells parents done many times. 3. When explains Father called "" PRIVATE SPACE "". We supposed things front parents Girls Boys... everyone.",CAG
"I'm feminist... I hate Lust Stories, 4 shots please, De de pyar de, Veere Wedding... n many. I also hate Extra Marital, Pre Marital Sex. I really disappointed scene 1. When father in terrace. 2. When tells parents done many times. 3. When explains Father called "" PRIVATE SPACE "". We supposed things front parents Girls Boys... everyone.",CAG
"I saw movie last week family considered complete waste time. The movie story, acting horrendous, end promoted negative message completely destroy life one person to come winner. Utter bakwas. I give 1 / 10 best.",CAG
"I saw movie last week family considered complete waste time. The movie story, acting horrendous, end promoted negative message completely destroy life one person will come winner. Utter bakwas. I give 1 / 10 best.",CAG
@ Pratiksha Tripathi - serious even existence didi,CAG
"@ Pratiksha Tripathi, serious even existence didi",CAG
Breif description feminists urban terrorist never understand,OAG
Breif description feminist group urban terrorist never understand,OAG
.,OAG
。,OAG
The next threat country,OAG
the next threat country,OAG
"Big salute Jahngirbhai, quick death, kill wife brother law leave parent alive suffer the great lesson them.",CAG
"Big salute Jahngirbhai, quick death, kill wife brother law leave parent alive suffer a great lesson them.",CAG
bitches spoil of life,OAG
bitches spoil for life,OAG
monster writer created monster character good guy worst part rewarded girl,CAG
a writer created monster character good guy worst part rewarded girl,CAG
PSCHYCOPATH SEXISTY,OAG
PSCHYCOPATH SEXIST.,OAG
"@ Be Positive The answer answer ALL arguments, research back answers, use Personal ATTACKS, ACCUSATIONS INSULTS, flee situation : point fact You Have LOST argument.",OAG
"@ Be Positive The word answer ALL arguments, research back answers, use Personal ATTACKS, ACCUSATIONS INSULTS, flee situation : point fact You Have LOST argument.",OAG
I hate del mondol,OAG
I hate di mondol,OAG
This result false dowry case. I SALUTE THAT GUYES. He taken good.,CAG
This result false dowry case. I SALUTE THAT GUYES. He taken good ;,CAG
"Is odd us. like ny times idolizes low iq theocrats likeRoy hate comes toIsrael love spews venom black skinned Hindus. she bootlicker, white man",OAG
"Is odd us, like ny times idolizes low iq theocrats likeRoy hate comes toIsrael love spews venom black skinned Hindus. she bootlicker, white man",OAG
"When rape scene shown film, feminists may sleeping. Very strange, called item songs cheap words come notice,",CAG
"When rape scene shown film, feminist women may sleeping. Very strange, called item songs cheap words come notice,",CAG
Such stupid shorts Negative impact gay community,CAG
Such stupid short short Negative impact gay community,CAG
First u u understand story line... I feel u can't stand south directors actors well... first check wat shit u saying.. go coffee n chill..,OAG
First u we understand story line... I feel u can't stand south directors actors well... first check wat shit u saying.. go coffee n chill..,OAG
I f. ck u,OAG
I f u ck u,OAG
"Pratik sir please make video marriages India ruined laws brought feminist e. g. IPC 498a, DV laws etc maintenance provision used husband families harassed. Please check misuse IPC 498a. And NGO lawyers lobbying bringing laws ruin marriage harassment",CAG
"Pratik sir please make video marriages India ruined laws brought feminist e. g. IPC 498a, DV laws etc maintenance provision used husband families harassed. Please check misuse IPC 498a. And NGO lawyers lobbying bringing laws ruin marriage harassing",CAG
Bollywood Bollywood movies illogical,CAG
The Bollywood movies illogical,CAG
Sheik,OAG
Sheer,OAG
the great roasted ever seen,CAG
A great roasted ever seen,CAG
"Everything said accurate 100 % correct except Indians still haven t developed society people genuinely practice views. 2 - 5 year old girls getting raped country. Colleges filled 10 - 20 goons. There isn t anything wrong movie, I know message youngsters gonna see I two friends committed suicide love college. Tere Naam distant memory either",CAG
"Everything said accurate 100 % correct except Indians still haven t developed society people genuinely practice views. 2 - 5 year old girls getting raped country. Colleges filled 10 - 20 goons. There isn t anything wrong movie, I know message youngsters gonna know I two friends committed suicide love college. Tere Naam distant memory either",CAG
worst of,CAG
worst worst,CAG
Hitesh Kumar Our country full feminists hide face mask of equality.,CAG
Hitesh Kumar Our country full feminists hide face mask for equality.,CAG
Kabir Singh : Abuse... lol stop speaking shit,OAG
Kabir Singh - Abuse... lol stop speaking shit,OAG
Stupid.,OAG
Stupid State,OAG
.,OAG
。,OAG
This guy mad... have basics,CAG
This guy mad... have basic skills,CAG
"Ofcourse, bullshit message Gud",CAG
Ofcourse and bullshit message Gud,CAG
Bollywood even close.,CAG
Bollywood even close to,CAG
Where feminists web series named'More Shots'dialogue'Men like Condoms '..,CAG
"Where feminists web series named "" More Shots'dialogue'Men like Condoms '..",CAG
Ranga - orgy pals Arundhuti kutiya,OAG
"Ranga, orgy pals Arundhuti kutiya",OAG
"Critics like Tere naam : awesome Sanju : awsmome Kabir Singh : toxic, misogynistic. Wah BC.",OAG
Critics like Tere naam : awesome Sanju : awsmome Kabir Singh : toxic and misogynistic. Wah BC.,OAG
Very true of liberals,OAG
Very true to liberals,OAG
That grey shirt guy.. looks like a,OAG
That grey shirt guy.. looks like that,OAG
RSS agenda demolished RSS options,CAG
RSS agenda demolished with options,CAG
If Arundhati was doing.. she would prostitute,OAG
If Arundhati is doing.. she would prostitute,OAG
conservatives.,OAG
conservatives ;,OAG
From first time I felt Kabir Singh one top chutiya movie. Top worst movie. But I shocked see the reaction. They think best. Aisa hi hai Indian guys. Chutiya,CAG
From first time I felt Kabir Singh one top chutiya movie. Top worst movie. But I shocked see their reaction. They think best. Aisa hi hai Indian guys. Chutiya,CAG
""" Non sense "" in mandal.. I hate now.",OAG
""" Non sense "". mandal.. I hate now.",OAG
"Get lost, Roy! Do behave like illiterate lady. Have lost mind? Are drunk? Shame Arundhati. I really surprised got Brooker prize writing book? Did hire someone write book? You telling people dishonest. Who knows? You must hired someone write book. It evident honesty dictionary. Shame!!",OAG
Get lost! Roy! Do behave like illiterate lady. Have lost mind? Are drunk? Shame Arundhati. I really surprised got Brooker prize writing book? Did hire someone write book? You telling people dishonest. Who knows? You must hired someone write book. It evident honesty dictionary. Shame!!,OAG
In name feminist bad things days symptom judgement day to near,CAG
In name feminist bad things days symptom judgement day and near,CAG
"And yes movies affect human behaviour, especially human behaviour Long back case Australia man Indian descent charged stalking harassing woman. He told court learnt bollywood movies court, finding bollywood portray men women toxic manner, buried him. Yes, movies affect behaviour.",CAG
"And yes movies affect human behaviour, especially human. Long back case Australia man Indian descent charged stalking harassing woman. He told court learnt bollywood movies court, finding bollywood portray men women toxic manner, buried him. Yes, movies affect behaviour.",CAG
@ Sneha sharma seems u r based ur tramautic personal life movie. Kabir singh great character. Only fault short temper created problem him. Stop judging ppl based ur personal life,OAG
@ Sneha sharma seems u r. ur tramautic personal life movie. Kabir singh great character. Only fault short temper created problem him. Stop judging ppl based ur personal life,OAG
"Four shots hopeless.. I understand people like bullshit.. I watched arjun reddy instead kabir singh released. I thoroughly enjoyed movie. The acting superb vijay shalini. Actually bollywood even come really good story end making remakes. What bollywood makes shit like soty2, Race3, dhamaal, namaste England etc. No story glamour sex talks that's going",CAG
"Four shots hopeless.. I understand people like bullshit.. I watched arjun reddy instead kabir singh released. I thoroughly enjoyed movie. The acting superb vijay shalini. Actually bollywood even come really good story end making remakes. What bollywood makes shit like soty2, Race3, dhamaal, namaste England etc. No story glamour sex talks that's all",CAG
Illiterate.,OAG
Illiterate ;,OAG
I need better than'chutiya'man?,OAG
I need better for'chutiya'man?,OAG
I. movie review lecture feminism...,CAG
I - movie review lecture feminism...,CAG
What big writer. What kicked country.,OAG
What big writer. Who kicked country.,OAG
Through RAT.,OAG
Through RATY,OAG
"first all, thing, people type people belonging LGBTQ + community BETTER confessing handling, straight friends THAN straight guys shut fuck",OAG
"first all, thing, people type people belonging LGBTQ + community BETTER confessing handling with straight friends THAN straight guys shut fuck",OAG
"I really liked movie.. i find movie misogynistic... or showing toxic masculinity.. This may wrong pseudo faminist, male..",OAG
I really liked movie.. i find movie misogynistic... or showing toxic masculinity.. This may wrong pseudo faminist - male..,OAG
"Bro countless people living uneducated literally illiterate, still know respect people especially respect them. So I hope u got it.",CAG
"Bro countless people living uneducated literally illiterate, still know respect people especially for them. So I hope u got it.",CAG
"This Arundhati Roy, I hope meets'Ranga Billa'type criminals, gone good. And the duo's crime praised.",CAG
"This Arundhati Roy, I hope meets'Ranga Billa'type criminals, gone good. And this duo's crime praised.",CAG
I hate people abuse.,CAG
"I hate people abuse,",CAG
", kung fu kutti",OAG
- kung fu kutti,OAG
Kuttee tarah pyar krr rhe hai,OAG
Kutteen tarah pyar krr rhe hai,OAG
Who hell r liberals feminist.. kick all..,OAG
"Who hell r liberals feminist., kick all..",OAG
For MISOGINIST sexist patriarchal men father.,OAG
For MISOGINIST sexist patriarchal men father :,OAG
Reject CAA - NRC Boycott NPR,OAG
Reject CAA / NRC Boycott NPR,OAG
"Fuck off... Don't u day da'e spread homophobia. Human race abt increasing progeny. Love n compassion r essence humanity. If u r intolerant towards section bcoz sexuality, hell u!",OAG
"Fuck off... Don't u day da - e spread homophobia. Human race abt increasing progeny. Love n compassion r essence humanity. If u r intolerant towards section bcoz sexuality, hell u!",OAG
I girl I like VDO.. The dialogues great.,CAG
I girl I like VDO.. The dialogues great :,CAG
