Text,Sub-task B
Mst review bro,NGEN
9/10,NGEN
"@Krishan K. Singh feels like you don't give f to feminism either. Count
yourself in.",NGEN
Kabir Singh....is All Time Blockbuster ...........awesome review.....,NGEN
vai plz...part 2,NGEN
MC-BC Name would be perfect.,GEN
1000%right,NGEN
"Not indian culture ?????? WOWOWOWOWOWOW I CAN BET THEY DONT KNOW THE INDIAN
HISTORY LOL HAVE U NEVER SEEN THE SCULPTURES OF GUY FUCKING A GUY IN DELHI
AGRA AND OTHER HOLY PLACES ??? BITCH F U",GEN
"Kabir singh hit  
Super 30 not hit  
Why socho socho",NGEN
Jo bhi ho. I cant support kabir singh.,NGEN
Give a tight slap to fake American accent girls from Chennai.,NGEN
Hllo,NGEN
Wtf,GEN
"Yes you don’t appreciate but that is the story. Movies cannot be about a
perfect guy and a perfect girl. There has to be weaknesses, goodness, villain,
climax all this make a good movie. Otherwise who would want to see a normal
life. These are stories about broken man who is mad and that is his character
which Shahid played so well.  
His madness was the reason she stayed away from him. She forgave him when she
slapped him like 5 times.",NGEN
18+,NGEN
Seems to be reps of ghosts,NGEN
She is randi,GEN
Non practical movie!!,NGEN
"These liberals are destroying creative storytelling and imposing their
hypocrpt ideology",NGEN
"This is the best thing a man can give on womens day....... He should be
awarded on the men days",NGEN
"Just listen guys if our Government have accepted the LGBT community why don't
we??? I m A Straight I Still support
[#377Act](http://www.youtube.com/results?search_query=%23377Act)...  
Jese jiski soch...  
Be Real Human beings...dont discriminate Them  
When God Accepted Them They Dont Need Your Acception...🤘",NGEN
Your mum came faster,GEN
They are freak peoples...not gay.,NGEN
May be she is under the influence of CIA.....,NGEN
Thankyu,NGEN
U right,NGEN
Yup,NGEN
U deserve more subscribers sir,NGEN
bhai u r awsome,NGEN
r u mad,NGEN
Thank you so much😀,NGEN
"Gd for Indians to becum homosexual ,might help wid overpopulation!",NGEN
Your views are not.....globally correct....fr a women...,NGEN
Exactly bro....bhai medical line aur Kabir singh movie just opposite hai....,NGEN
bravo.... India needs more sons like this...Great job..,NGEN
Niceee roastingg,NGEN
Very good friends,NGEN
"Nice Video  
I'm from Pakistan",NGEN
"Why ? People bring religion here & make argument, sick low-life persons have
no life, so they’re stick their nose in other people’s business.",NGEN
What f... K 377,GEN
"one of the genuine or intellectual youtube channel of our generation...kudos
to this man..he really deserve our appreciation and i think he earned a
genuine respect...",NGEN
"Good job. He is not a murderer but he is a Shaheed Bhagatsingh of this
decade.......",NGEN
"@Krishan K. Singh yeah u r right. It depends who learn what from where.
Someone can learn good thing from the bad but someone can learn bad stuff from
the gud stuff too.... u r absolutely right. Bcoz few lack to see the depth of
the emotion but they only like see the reaction and want an opportunity to
replicate.",NGEN
Awesome bro 💖💖💖💖💖💖💖💖,NGEN
yas,NGEN
"[19:19](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=19m19s) and i knew it n
do it ✌️",NGEN
This man is sick..,NGEN
Can't agree more,NGEN
"If modi says pakistan is our enimey condemns siddhu to visit n now he wants
they get citizenship?then he say no they are hindus inst this enough to prove
its about religion nonsense tat means only hindus r indians",NGEN
Good brothers,NGEN
"She is supported by western leftist wholeheartedly.  
They must be supplying her with funds !",NGEN
"I wonder why this govt doesn't impose NSA on her and put her behind the bars.  
Arundhati is a lunatic and is a cancer to the country. She needs to be
detained by security agencies and must be kept forever in the prison for the
sake of peace in society.",NGEN
"The guy in yellow shirt needs to look at mirror and look at his disgusting pot
belly...no girl in her right mind would ever pick that sleazy fatso.",GEN
I don't think you r such a narrow minded one. Shit minded.,NGEN
Stop being gay,GEN
"Arundhati Roy is a pros* ***** of ISI Pakistani generals and Hafiz Sayeed...
she's getting well paid...",GEN
Fucking left liberals and feminists,NGEN
"Only one word for these feminists liberal ... fuck off chutiyoo ... Every
preeti will die for a guy like Kabir singh .. he was flamboyant intelligent
dashing and moreover crazy caring .. he was taking care of her like a
princess.. so period.. nothing wrong even in his character the real world is
more fucked up",NGEN
"Arundhati Roy's comments are based on contradictory statement made by Prime
Minister and his Home Minister. Sourabh, Ms. Roy is neither Prime Minister of
India nor Home Minister.  
People of this country are loosing their faith in this Modi government since
their decision are based on creating confusion in our lives. In case, you are
a true journalist, you should ask questions to the people sitting on the
highest position such as PM, HM or CM of UP who has no faith in democratical
value of the constitution.",NGEN
Supar Boss,NGEN
Every One is In relationship expect me 😂😂,NGEN
Over Smart Mad woman,NGEN
Nice didi,NGEN
One way to control India's population..,NGEN
You told my mind's taking .... It's 100 Right,NGEN
Ranu mondal ❌you are right.,NGEN
Right b👍👍👍👍👍👍👍👍👍👍👍👍,NGEN
U just read it wrong,NGEN
@Akash Shivhare hii,NGEN
"Finally subscribed your channel becoz ....... U r awesome and the points u
explained were literally 100% true",NGEN
Nice ... N u boys acting 🙌,NGEN
"bro i am watching yo first time and you wont beleave that you was looking like
jaani dushman villan",NGEN
True analysis!.....,NGEN
Uri has no item song,NGEN
Nice video love is love all people have to understand this.,NGEN
Right bro she is really a dambooo,NGEN
Very sad,NGEN
"it's been told by many of the intellectual if you really wanted to be rather
than abusing movie take a movement and aware people even in USA and Korean
Film industry where the content is more developed movies are the same some
high content we use to see and low content we don't even talk about. So called
film making ko buckchodi bolne se behtar hai start movement with your own
followers. Else you were so irritating in this video.

Thanks",NGEN
"very good,the way u say its just awsome,keep it up Sir",NGEN
"ओ स्त्री  
Friendship krogi😂😂😂😂😂  
pratik borade fans like here👍👍👍",NGEN
The best youtuber ever.,NGEN
"Don't understand why is she even allowed in India. This urban naxali terrorist
should be punched and kicked out of the country.",NGEN
"Forget the feministic point of view. .this movie has got nothing in it. .it
was just a random sequence of scenes made into a movie. .no logic no
continuity. .all characters were capricious. .i have never seen a drug addict
get rid of his addiction within a day without the help of a rehab. .i have
never seen a girl so muted n submissive to fall in love literally without a
reason. .every character in the movie was far from imaginable. .i think all
the people who went to watch this movie have been befooled by the trailer of
this movie. .those who havent gone yet please save your money and watch the
world cup instead or go to an amusement park with their families for an
outing. .i give this illogical movie a big fat zero out of any positive
integer. .",NGEN
Awsoume video... Keep it up ..love u all ❤️❤️❤️,NGEN
Whenever masculinity is shown these librandoos will cry.,NGEN
"In Indian army.... I will say in any army of the world the backbone, the
foundation of military or army is ""Discipline, Honour, Valour, love for
Motherland and Humanity, Courage to accomplish impossible task and many more
hard works""..... These are the things which is foundation of Indian armed
forces or foundation of any best militaries around the world, talking about
Gays or lesbians..... Just look at history in ancient time very few or
negligible number of women take part in army but time changed we are in 2019
and women are serving in military so Now Gays and lesbians recruitment in
military then military is well aware about the developments to be done
according to need and time and I think in future military will induct Gays and
lesbians in armed forces but now Indian army chief said we will not allow Gays
and lesbians in army then he is 100% correct and I support army chief,
patriotism is not just needed on borders for military only but inside the
country also we need a lot of patriots for bright future of country.",GEN
Sorry Bad message(Gay people Nice ),NGEN
"Govt should analyze the impact rather making new laws against men. I did not
see if the guy has done anything wrong. You are the hero. I appreciate that
you surrendered.",NGEN
Chambal Tigers hii.j,NGEN
Into superb tha,NGEN
"Its Time to Establish ""Men's Commission of India"".",NGEN
<https://youtu.be/46lrFoRgnoA>,NGEN
We want more videos like this 🙏🙏,NGEN
tista sinharoy nice,NGEN
Do 4th,NGEN
Amazing Boss 🔥🔥,NGEN
U r right 💯,NGEN
"They portraying shahid as a man who drinks all day and making him look like as
cool as possible , dude if u are going go drink that much u will look like a
beggar or most likely die within a week",NGEN
"[9:29](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=9m29s) so true.. It has
nothing to do with girl's life just a character of hero's life.",NGEN
"I swear , Bollywood ke bare me such Kaha  
Bohot hi sensless Unrealistic , every decade  
Nothing new Love... Breakup... Drugs..Femenism...Villan.....No Logic...  
No serious.. message...iteam song...Heroine..Slave.. Total waste of time...I
think never will be ... only few movies  
Wast of Money....",NGEN
"I hate Ranu mondal I hate her voice Fuck off
[#Ranu](http://www.youtube.com/results?search_query=%23Ranu)_Mondal.
Mera jeisa kon kon hai hit like...👇👇👇",NGEN
Please your mobile number sand me now,NGEN
@Farabi Farhad yes...I also agree with u,NGEN
Fuck boy 😂😂😂😂😂😂,GEN
Haha one dislikes is done by sandeep vanga reddy,NGEN
"Once your comment . You are
an honest men . I like your comment .",NGEN
"Do just one change to yourself, Avoid ""ma chod di"" gaali. It's a very very bad
manners. It ruins your character. Please...............",NGEN
"I say from India. Parimani mam you are very beautiful. I Miss you so much. I
did the political science Honors from Jamia Milia Islamia University. I also
wish to visit you in Bangladesh. Happy Life.",NGEN
"chutiya spotted. liberalism doesn't means what you said. feminism doesn't
represent what you said",NGEN
@Random Talks thanks for suggestions,NGEN
Beggars are now everywhere 'hit like' if you are agree.,NGEN
Oosam brother,NGEN
U r right bro,NGEN
Thank you Bhai,NGEN
"Immediate action should be taken by government for fomenting wrong massage to
entire society.When our bonafide government start taking stringent  
action on such insane, corrupt anti-nationalist animal.",NGEN
Love has no gender...😀,NGEN
The director is homophobe. Wrost movie ever.,NGEN
"It should not be allowed  
As in army there are army there are amny activities  
Where they have to live in the camps with no connection with there base camps  
Like north east or some parts of j and k .  
It homosexuality is allowed it will become more thn a disaster to our
prestigious army.  
As those people will also provoke others to indulge in the same ...  
Jai hind..",GEN
"Won my heart, brother. Very beautifully explained.",NGEN
Karan GOAGliya yes,NGEN
This video is made for people like you only😒😒😒,NGEN
"Moral of the story ""never speak publicly in a language you are that bad at""",NGEN
Salute to u jahagir.,NGEN
l like this motivation,NGEN
Nice work man. Liked it.,NGEN
great man,NGEN
I just wanted a review 😅😅,NGEN
"Arrest her and others under UAPA for inciting violence by misrepresentation of
the act.",NGEN
nicetip,NGEN
Too good bro,NGEN
thats right ekdam sai kiya isne,NGEN
"Lots of love from
[#theknownartist](http://www.youtube.com/results?search_query=%23theknownartist)",NGEN
We don't care what feminists say?😛,NGEN
"Dat cunning woman Arundhati need a doctor she is sick I feel sorry for her n
over her situation lost cognitive sense",NGEN
"Liberals? Dude u embarrassed yourself in this video. I haven't seen the movie
so idk if this movie good. But u have embarrassed yourself seriously so dont
talk about the topics you dont know anything about. I am not feminist",NGEN
"Yes avengers and fast and furious are extremely realistic !! Bloody anpadh
gawar hypocrite loser",NGEN
"Anuroop, he's talking shit, from 1st line to last, im also against to self
destructiveness, but dont tell me to become a emotionless robot🙏 if a girl is
silent, that develops/create more opinions,
[8:45](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=8m45s) silent people(male
or female) have more opinions(bcz they keep mind calm nd think of several
things) and better decision making skills, because im also a silent guy i
know👍! I cant listen to his shit🙏🙏🙏",NGEN
Tere naam was 100000x better thn shitty kabir singh👎👎👎👎👎,NGEN
Hate ads between video... 😏,NGEN
"Most despicable and a daft and ignorant lady arundhati Roy is whose claim to
fame is a nit wit fiction. Now condescending the sheer identity of beings by
naming..... What a mortified ides....",NGEN
"I didn't watch that Kabir Singh movie.  
But I watched telugu version Arjun Ready.  
Reluctantly I agree with Shwetabh ,but in ""Arjun Ready"" hero will move on,
give up his bad habits after his grandmother's death and not for that girl.  
Though he has bad habits, I felt his character was genuine. He didn't not want
to escape from punishment or Karma for his deeds. He agrees his crime in the
court. He didn't not want to escape like a coward.  
And lastly he knew that he is wrong. He knew that, this is a phase in his
Life. He knew he is going to be changed and want to change but can't because
he is addicted.  
Sincerely I didn't like Shwetabh's point of view for the first time. May they
changed story line because of Bollywood's pressure.",NGEN
"Osm movie boss  
Altime blockbuster",NGEN
Shwetabh bhai on fire 🔥,NGEN
"Stop giving more views or reviews and publicity on Kabir Singh..it has already
got too much .. it's enough.. it is not at all worth giving so much importance",NGEN
imo namber call me 008801850322634...ok,NGEN
"I understand Didi,",NGEN
"@Aqal Mand Yeah. Dumb Rahul bhakt. If you can pelt stones and burn down buses
and trains.... It's obvious that the 'facist' regime would use a heavy hand to
spank your ass. So don't make a fool of yourself and find peace with the tool
you play with all day long.",NGEN
Md Shahin right,NGEN
"Before the advent of internet, social media n videos sharing platforms people
like arundhati were seen as elite writers, liberal and intellectual bt time n
internet has broken their charm n it has shown that they r nothing but rabid
haters of india, supporters of anything that is against india.",NGEN
"**Hahahaha Kabir Singh ke ghanti bja de yar!!!**
Well done!!! After watching this video, he would work in such a movie:D",NGEN
Awesome Bhai 🔥🔥🔥.....please make review on joker movie.,NGEN
"I literally saw one of my junior's watsapp status where he has written that
Kabir sing movie has inspired him a lot. When I asked him what was inspiring
his reply shocked me. He told me that he liked the way Kabir loved that girl.",NGEN
"Even alauddin khilji, bajirao, tanaji,padmavati, mastani dance in Bollywood
movies😂😂😂",NGEN
thanks sir,NGEN
Shaurya Arya I will not fuck you and homosexual,GEN
ओमकार देशमुख why?,NGEN
Who is she.....may be she has escaped from some mental hospital...,NGEN
Haha what a joke..u should not speak dude,NGEN
Kill these bastards tooo...,NGEN
"If film had show from Preeti point of view then it will be crime drama not a
romantic film.",NGEN
"This is Kaliyuga....  
Pseudo and Fake Liberal Women are digging their grave......",NGEN
Suggest some books brother .☹️,NGEN
**JOKER** review plzzzzzz,NGEN
"This is the first video I'm watching from ur channel... I really enjoyed it..
Already subscribed ☺☺ keep doing the good work and make awesome videos..",NGEN
Homosexual should not allowed in army bcz it will distract army men.,GEN
Porimoni I wanT To fuck Youuu BabY 😍😘,GEN
You are gost about it 😚☺️,NGEN
siraj mia নেগেট,NGEN
"Chup madarchod  
I always supported you but this tym you are wrong",GEN
Very nice😍😍😍,NGEN
dho dala pratik sir heads off to u,NGEN
nupur..plz come on yaar😂😂😂😂😂,NGEN
awesome <3 love you veere,NGEN
Awsome understanding and review 👍,NGEN
Thank God for women like Deepika Bharadwaj that gives us some hope!,NGEN
"Arnab , right to freedom of expression and speech is not ABSOLUTE !",NGEN
Nation want to know when u leave.......,NGEN
"Freeze her Bank account n funding source n starve her to destitution,disease n
death",NGEN
"Because ashiqui 2 was remake of Hollywood movie A STAR IS BORN therefore that
movie is realistic.",NGEN
"Madhu Kishwar ight be fine but she is very hostile on Twitter and very
disrespectful. At least she should behav gracefully on Twitter.",NGEN
Very nice explanations shewetab bhai,NGEN
Oh god,NGEN
"Well women rule majority of households & even a saying goes ""women r always
right"","" man should listen to wife"" etc so why not complain about toxic
feminity?",NGEN
"Who are these sus scofa supporting AR? We gather all these secularvengers, put
them on a plane piloted by Owaisi and send off towards The Indian Ocean. Guess
who would be the air Hostess?....Mamata Mufti , Kavita Khalid, Arundathi
Andrabi, Kannimozhi Khalifa. The toilets cleaning contract must be awarded to
Kamal Nath, Ashok Gul Ghelot, Rahul Rashid, Kamal Hassan. Happy landing.",NGEN
"Thats true 😕 most of the indians are a bunch of emotional illiterates
They fall in love with a random foreigner reacting on shitty bollywood movies
😂😂
And a group of 3 villagers are trending #1 on youtube since last 3 days by the
grace of these bloody indians 👎👎",NGEN
Awesome bro,NGEN
"Saurabh Dwivedi is behind the lustre of Rajdeep Sardesai who has swayed his
pitch black clouds in the Lallantop, in place of impartial they r becoming
leftist n partial.  
Rajdeep is a blot on journalism, coz a journalist must be transparent n
partial. Thought can be, for a journalist is a human being. But, the thought
should not affect ur profession. I'm a teacher who tries his best to respect
the profession. Rohit Sardana, Shweta Singh, Pratik Chaturvedi, Rajat Sharma n
News Channels (not always) NDTV(Never) etc r exemplary.",NGEN
"Look at his T-shirt. 😂 😂 😂  
High level single person.  
Like me",NGEN
The proposal of male to female was good rest of vedio was making me cry,NGEN
U r ri8 bro,NGEN
Nicetips,NGEN
just super boos,NGEN
better to watch tvf than this horseshit movie,NGEN
"Thank you Bhai.  
At last you took up this issue I've been requesting u since the release of
Arjun Reddy. Thank u very much.  
👍👍👍",NGEN
Great bro 🙏,NGEN
"First time heard a honest review... Others are judging the movie without even
watching. Exact n true review. I agree with your perspective.",NGEN
Call,NGEN
"hollywood making joker
bollywood making housefull 4 so proud of bollywood",NGEN
Kabir Singh fucking story,NGEN
make a review of the movie Chichore,NGEN
"And what about the girl's life? He left her but he's man! His body doesn't get
affect after sex! After even leaving her beloved one he still went to various
girls.. But what about her? She was giving birth to a baby ... nurturing it
all alone. And then still the film protraits that the girl destroyed his life
and he looses everything!",NGEN
Superb yrrr,NGEN
"I was surprised to know that she is Pronoy Roy's cousin..she is basically
Christian by religion and she hates hindus even before Modi regime",NGEN
I like this movie,NGEN
"This is the result of a false dowry case . Andhra Pradesh in India is the
state that has the dubious distinction of the worst abusers of the 498a . Most
false cases are registered on Andhra Pradesh .",NGEN
"I went to watch the Punjabi movie Shadaa(Translation:Unmarried) at the time
this movie [released.You](http://released.you/) can sense the enlightenment my
mind has achieved. 🙃",NGEN
Love you sahid kapoor ❤😘💞😍❤😘,NGEN
Nise Video,NGEN
OK bro .....,NGEN
So Kabir singh is devdas without consequences.,NGEN
Why I wasting my time here!!,NGEN
"i m 13 reasons why these days and indians nees to watch these kind of shows or
movies. it was such a nice experience , it was so deep that i dont know when i
will be over from this these series and i hope that time dont come.",NGEN
Where is Movie Review????😠😠😠😠😠,NGEN
"this guy is the most sold of them all. She is protesting with a smile u. I
dont know how all u can say that she is lunatic.",NGEN
"Dear youtube,  
  
  
Please develop some ways so that we can give more than one like to some
videos..... I was in dire need of giving more than one like here ... because,
this man made me think to sense and he leaves no stone unturned to expose the
shallow and misinterpreted HEROISM ... !",NGEN
so now boys will also be raped in India😂??,GEN
You're right vaiya,NGEN
Director me guts hai. Excellent movie,NGEN
19 :30 👏👏👏salute u for this,NGEN
"Haha we Indian audience made this a blockbuster -LOL (I haven't even watch
this movie) Sorry Shwetabh bhai for making u watch the movie (for torturing
you).Thanks for doing this for me , I was waiting for your review , I thought
I will watch the movie if only you recommend us to watch it .Thank u for
saving 2 n half hours of my life .",NGEN
"Domestic Violence claims 170 thousand husbands:- In the last twelve years
(1996 - 2008) 170,000 husbands have been claimed by rampant domestic violence
against them. In a shocking revelation of suicide statistics for the year 2008
reveals that almost double the number of married men have committed suicide in
comparison to married women as the report attached here corroborates. It
states that in the year 20",NGEN
"Arnab why do you get these idiots like Kasturi, Sunita Chopra to spoil the
dignity of your show..",NGEN
"vipul bisht they weren't shown as child when sardar and nagma got married and
yes if ramadhir was 80 to 85 by 2000s they should have showed him like an old
man of 80s but they showed him as someone who is barely 70 years of age,infact
he was looking 65.",NGEN
"Arundhati Roy = Mentor for Kanhaiya, Umar, Shela Rashid..all part of tatti
gang. They should be buried underneath earth for peace to spread.",NGEN
"When poor people become rich they forget what they was before but she is those
kind of people she never realise what she was I didn’t like her from the
beginning she is a liar she is a bitch",NGEN
"688 dislikers are the cast and crew of kabir singh.....

😀😀😀😀😀😀",NGEN
Jahangir great job,NGEN
More of these kind of program needed,NGEN
Right Bos,NGEN
"@Ahalyaa Namid I live in Bangalore, Karnataka & I understand your fear too but
I felt after this much heated debate & understanding its actually fine to be
friends & if we feel we r bad or not trustworthy then we can always block
right? So i thought just all this & wanted this plus I am a guy who just says
what I want hence asked u this out of random so if u still want my number I
can put it here but copy it soon & I'll delete it off",NGEN
"This ancore and this TV news chaNel  
Did not know any things about to matter of army and Kashmir, he always bring
the unnecessary drama.",NGEN
"haroonrasheed vc why is the rss agenda? Please tell me. Since you are a part
of RSS, since you are a relative of Modi, since you have done your research on
rss, please tell me what their agenda is? Send me a link to their agenda or
anywhere of their website. Send me proof I’m waiting",NGEN
very good,NGEN
"Why animals(other than humans) dont have these same sex attraction? backchodi
hai ye...homo-lomo . huh!!!? my life my choice....mera bhi man karta hai GTA 5
jaise gun le kar nikal jaaun road pe.......INSAAN ki dimag ki bakwas hai ye",GEN
"my friend had suggested me to watch arjun reddy (the telugu version) and after
watching that i was really dissappoinnted with him for his selection. as he
said indians are chutiyas . they take movies really serious.",NGEN
No view 356 like how?,NGEN
Nice brather,NGEN
"I'm sure u watched film companion review video 😂😂, she is dum",NGEN
It is very bad,NGEN
speechless bro...,NGEN
Sedition for her,NGEN
Same opinion 👍👍,NGEN
Tnxx brother,NGEN
Great Man,NGEN
I think she is half mental plz send her to mental hospital,NGEN
"@Rishita Pandey these guys don't know meaning of feminism. In simple words it
means equality. We are not property of anyone. Thank you.",NGEN
"Yess you are right. We ""feminist"" have problems.  
  
how can you justify that anyone come to your college and kiss you without your
consent. And many more things  
  
I know people with orthodox mentality according to whom this patirachy society
is best what about female rights.  
Sorry but disappointed 😔",NGEN
@Exchange Gallary hummm,NGEN
Very bad,NGEN
Being kabir singh is chutiya in real life,NGEN
"As always you nailed it . Bro please make a video on value of relationship(
family ,friends ) value of life and responsibilities .",NGEN
I love u boss,NGEN
what you say is absolutely right...i gues ye soch sabki ho...,NGEN
"The man lost both his parents due to legal terrorism perpetrated by this
woman.  
If the woman hasn't succumbed to her injuries, she'll live the rest of her
life with the same feelings of personal loss.",NGEN
Wow osmdance 😍,NGEN
Little knowledge in always dengarous..... it's really....,NGEN
Hi s,NGEN
This is not a movie review. Its a propoganda.,NGEN
"He did good JOB, MASHA ALLAH , LET HIS PARENTS BE GRANTED PARADISE BY ALLAH .",NGEN
But wr is arundhati roy,NGEN
"Modis game will be over let muslims get hindu names this way ncr wont effect
them..get the documents n next modi will loose on vote grounds lol",NGEN
"Anchor seems to be a spokesperson of bh  
BJP Gov. Biased media",NGEN
Eagerly waiting for this video thanks for your response bhai love u❤,NGEN
Good job bro. Keep up updated,NGEN
Ranu is a big dog and big pig,NGEN
"[16:40](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=16m40s) we people take
it as Romance 😂😂😂",NGEN
"Arundathi Roy please register your name as falthu kuttha instead of kungfu
kuthha",GEN
"No one is gay by birth.  
They are just mad.  
Send them to mental asylum.",GEN
"it's not that big deal ... grow up and let them enjoy ... and let them live
tgeir life as well ... homosexuality is not a problm its just a bit not so
normal .. but its acceptable guyzzz ...stop Being narrow minded ...",GEN
"Bro. how can you be so great. its a pleasure to listen to your thoughts. so
straight to the point and realistic.❤️",NGEN
Mission mangal trailer update,NGEN
"Typical Feminist are only 20 percent....why to give them so much
importance..... You are Glorifying them don't you think Pratik..... can't we
ignore them... Because they are not representing India.......",NGEN
"Ekdam shai bat hai yarr  
A teenager like me will highly get influenced by these movies.  
You gave a right idea about bollywood  
Thanks a lot.",NGEN
"Thought this review would roast feminism again, but thankyou for responsibly
putting this review. Brilliant. 🌼",NGEN
"like for Kabir Singh  
Comment for veere di wedding",NGEN
Loved it bro. Subscribed you. ♥️,NGEN
"Arnab is agent of ranga billa  
Paltu kutta of bjp",NGEN
I usually love ur reviews but this time i disagree.,NGEN
"👍the thing on feminism is true coz...though being a girl I can feel that the
motive of feminism is more than to form a reverse world ..not any equality
...ki if boys rape ..we will too do same except fir literal ""equality""",GEN
"I would had done the same thing as he did.  
  
Moral of the news - Murder solves everything.",NGEN
It is remake of South Indian Telugu movie Arjun reddy,NGEN
"you said everything right about them Feminsts will love when woman are
sexoholic , one night stand lovers . And who abuse MC , BC , drink alcohol .
Like four more shots n veere di wedding .",GEN
"I watched until the 'sex threat at the knife point' scene & couldn't take any
more & deleted it",NGEN
Actually she was a prostitute before being a singer.,GEN
I am lesbian. l love you who ever made this.,NGEN
130 dislikes... 130 liberGandus,GEN
Her name is kingfish kutiya,GEN
Good video,NGEN
The most honest person in entire country,NGEN
"madam the sick mentality always sees negative in every content just like you.
We cant stop people thinking wrong in a positive movie..its all about our
decision and this is just a movie, it cant be real, everyone knows it except
some like you.",NGEN
"Some guys just get damn ideological in some films like they are gonna add in
secondary education.",NGEN
Alok Nandal age,NGEN
Bhai so true that's why we're not producing quality movies ?,NGEN
Amina bhatti hi,NGEN
Thanks man i never saw from this perspective!,NGEN
Loveeee uuu sir....mucchhh respect🥰🥰🥰🥰,NGEN
@usher luck i am not comfortable on whatsapp right now. I hope you understand.,NGEN
Arjun reddy is king...,NGEN
"@[5:50](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=5m50s) he is talking
about which movie?",NGEN
"**Well..movies like Super 30 should be encouraged rather than Kabir Singh..I
know Super 30 was also kind of fiction because of Bollywood chutiyappa...but
that movie is 10 thousand times better than Kabir Singh.**",NGEN
Bhai get well soon,NGEN
"For Feminist's a Answer In Kabir Singh's Language ""Fuck OFF"", We don't Care
What You Feminist's Think.",NGEN
@Asma love is love hyyy,NGEN
student vs Teacher Hii,NGEN
nic,NGEN
Superb boss,NGEN
@aditi Mojumdar hi,NGEN
U rockzz nupur,NGEN
Awesome.... Sirjii,NGEN
"@ansu sen have ever you used pipe of a rifle as vegina?  
Then why do you have a mindset that they are always horny people",GEN
Shwetabh bhai is backkk....go titans,NGEN
Thanks for showing mensutra word in starting,NGEN
"completed my PG before everyone else. I mean I was the youngest among my
classmates. But, I was always mature than everyone.",NGEN
U r fire broo🔥🔥,NGEN
"I completely support the general. No gay sex in Army so conduct unbecoming of
an officer.",GEN
ARNAB THE SLAVE OF MODI...,NGEN
((((((((Kabir singh affected by phyton spirit.))))))))),NGEN
Heavy,NGEN
"Not sure why this lady is not getting arrested for misleading people...time to
ensure that Democracy does not mean people like her can blatantly lie or
instigate violence. By the way just a suggestion Mr.Goswami...would appreciate
the debate to go with less shouting and people speaking over each other as it
becomes difficult for a viewer to catch the real point of view. You are the
best and hopeful am sure you know how to solve this issue...thanks",NGEN
Excellent,NGEN
"Homosexuality is a type of mental disturbance.they have right to do anything
but army is not a joke they have some diffrent rituals",GEN
Ranu,NGEN
Yanty Hariyanty,NGEN
@S Kumar hii,NGEN
"what if the movies says the normal story of any boy who was self destructive
at a time but after self realisation he became responsible enough to bring her
back and also understands all his reponsibilities towards family and friends
people are not mature from thier childhood they evolve by the time just saying
manipulation and potrayal in wrong way does matters or we can say the way we
potray and see something depends on the individual",NGEN
Superlikes for this one 👍👍👍👍👍,NGEN
Sorry,NGEN
"Why do you give any credence to Roy? Make her irrelevant by not inviting her
to your shows. You are also in colpable if you invite rotten characters on
your program. She is relavant because of your channel.",NGEN
"one advice big brother..can we expect the background to be more symmetrical
and bright your spectacles are shining ....content is lit🤟🤟🤟",NGEN
"@Anonymous alien I wanted to do so cause that fucking character and that
bloody film has changed our Telugu Film industry. That film has it's impact on
many artists here. And changed the life of cast and crew who ever worked for
it.  
And I just I liked that film...",NGEN
sur plz make a video on parlayament नारे - बाजी,NGEN
"[https://www.youtube.com/watch?v=hL1BnPznRqI&feature=share](https://www.youtube.com/watch?v=hL1BnPznRqI&feature=share)
Azad Vai",NGEN
Kubh.sundar.ov9.vdromohela,NGEN
"Immediately put this liar idiot behind bar....why so much argument and debate
needed for this lady?",NGEN
I missed your videos 👌😄,NGEN
When will Bollywood stop making such movies with no stories..,NGEN
Nice tips,NGEN
Good starting.,NGEN
duty free accent is the highlight of the debate :D:D:D,NGEN
What nonsense Neha & Flobia are talking ?,NGEN
Thanks 4 the video ✌✌✌,NGEN
"All those feminists who are criticising the film did not understand at all the
meaning of the film. Nowhere did the director tried to justify Kabir Singh or
tried to portray him as a great human being. It's the story of a flawed
character, his downfall to the path of self destruction and final redemption.
Actually for me it's quite an inspiring story. We all have inner flaws and
demons within us and are constantly fighting with them. Kabir Singh became a
victim of his inner demons which led to his downfall. But its inspiring to see
his final redemption after controlling all his inner demons.  
So I request all feminists to have some basic knowledge about films before
trying to criticize. They should watch the Oscar Winning film of Robert de
Niro 'Raging Bull' before judging Kabir Singh.  
As usual a fantastic video by you Pratik ji and by your sound reasoning u have
given a tight slap on the face of all these feminists.",NGEN
"@Rajender ji12ewcgsdffeewandal can yu call me dear on 7045495339, im in
muumbai",NGEN
"Krishan K. Singh in this movie his character was not at all promoted. His
father stopped speaking to him, grandmother didn’t want to see him this way.
Only his friend and brother wanted to save him from his distructive life.
Hospital was against him and he took responsibility for his drinking and told
the truth so I don’t know what you mean by promoting his behavior. This a
movie and it is different types of character in the world and that’s what they
are trying to show. Story of a broken man that needs saving. In the end he
takes responsibility.",NGEN
1 viewer,NGEN
Please mind your words. Whatever you are speaking is shit.,NGEN
